Customer_ID,Asset_Objective_ID,Total
239,1,1978127.424
240,1,498742.3584
241,1,2606643.094
242,1,624435.1776
243,1,2793560.422
244,1,415785.8016
245,1,1098197.006
246,1,1762147.046
247,1,998307.8352
248,1,1730600.352
249,1,1531816.978
250,1,587084.16
251,1,546284.0448
252,1,1613609.712
253,1,1603549.21
254,1,449491.744
255,1,1183026.874
256,1,1572312.83
257,1,1071884.362
258,1,1491741.389
259,1,2249572.166
260,1,1824678.835
261,1,5645.224
262,1,563576.3328
263,1,966451.824
264,1,989073.28
265,1,621089.872
266,1,1026780.872
267,1,242882.848
268,1,157813.76
269,1,1589584.339
270,1,297081.3456
271,1,322091.874
272,1,2009200.284
273,1,1934587.746
274,1,1247149.488
275,1,1404442.416
276,1,1643790.72
277,1,3578616.288
278,1,119875.7664
279,1,3178213.834
280,1,2128784.861
281,1,2686542.768
282,1,1007931.974
283,1,3587500.051
284,1,1587428.856
285,1,405881.008
286,1,301973.256
287,1,629776.1808
288,1,591183.5904
289,1,1272440.624
290,1,1715340.806
291,1,722531.056
292,1,63458.8032
293,1,1168734.154
294,1,2003808.518
295,1,1949147.866
296,1,64703.5584
297,1,2234146.138
298,1,642688.3008
299,1,1842872.928
300,1,1466071.027
301,1,1465903.483
302,1,768091.272
303,1,1789329.672
304,1,245089.728
305,1,2333899.386
306,1,3107156.208
307,1,2763879.955
308,1,1868646.624
309,1,1808687.462
310,1,554029.944
311,1,1423326.154
312,1,1973595.312
313,1,689395.0752
314,1,44874.4608
315,1,3406304.678
316,1,3609021.312
317,1,3063294.936
318,1,407695.392
319,1,2372340.984
320,1,615202.016
321,1,2098461.83
322,1,340599.584
323,1,918626.8416
324,1,844859.0592
325,1,355594.928
326,1,1458994.306
327,1,2204149.958
328,1,785363.488
329,1,913623.776
330,1,326462.3232
331,1,380461.1616
332,1,558881.232
333,1,980098.912
334,1,590880.056
335,1,789064.848
336,1,614370.848
337,1,117113.776
338,1,850024.136
339,1,676386.464
340,1,2040120.576
341,1,990515.214
342,1,1067332.968
343,1,421436.704
344,1,1524631.264
345,1,377552.9472
346,1,275330.7648
347,1,978507.1296
348,1,3674723.645
349,1,1129245.437
350,1,2620430.592
351,1,98287.3008
352,1,1753167.686
353,1,1297904.712
354,1,1207104.6
355,1,2538662.568
356,1,2968580.16
357,1,2653734.47
358,1,2748097.872
359,1,311548.848
360,1,1840397.52
361,1,707327.712
362,1,2523430.541
363,1,356134.896
364,1,859608.048
365,1,669231.7632
366,1,995304.856
367,1,639712.632
368,1,1769073.322
369,1,278091.632
370,1,981996.808
371,1,1613894.88
372,1,1243753.43
373,1,425110.296
374,1,372774.8544
375,1,1492853.357
376,1,67053.3552
377,1,108917.952
378,1,993385.536
379,1,1785255.514
380,1,1106353.872
381,1,142265.0112
382,1,2098151.64
383,1,1731622.698
384,1,29130.5664
385,1,160216.7424
386,1,337222.3296
387,1,1034850.086
388,1,67214.16
389,1,3333388.406
390,1,3381739.546
391,1,1452464.208
392,1,1872220.802
393,1,2022932.621
394,1,605666.3184
395,1,900113.76
396,1,757229.304
397,1,855577.632
398,1,4250.064
399,1,1021816.64
400,1,2422930.848
401,1,1106677.541
402,1,1461588.544
403,1,551312.2368
404,1,1135979.582
405,1,1167131.888
406,1,1552653.773
407,1,890187.376
408,1,716027.312
409,1,381302.48
410,1,197716.7088
411,1,807303.1824
412,1,1531375.56
413,1,180019.32
414,1,1526187.125
415,1,1600773.658
416,1,33316.192
417,1,1006303.334
418,1,874550.8512
419,1,2206663.43
420,1,1738673.914
421,1,2373656.064
422,1,892487.934
423,1,156109.5744
424,1,1563518.112
425,1,1368013.088
426,1,1048011.744
427,1,1559946.586
428,1,1214586.922
429,1,474708.1248
430,1,1129363.747
431,1,627980.3712
432,1,3567559.507
433,1,3005776.8
434,1,899138.1672
435,1,3257113.018
436,1,612509.352
437,1,2074374.806
438,1,1509369.077
439,1,761106.0288
440,1,507934.6272
441,1,1161844.445
442,1,301891.9488
443,1,873928.432
444,1,940177.264
445,1,1748010.139
446,1,1077260.184
447,1,523389.568
448,1,1459950.586
449,1,1160915.6
450,1,724628.736
451,1,574808.624
452,1,141587.5968
453,1,363646.92
454,1,1598051.333
455,1,601027.856
456,1,46504.536
457,1,1136033.683
458,1,2085917.652
459,1,2457045.24
460,1,2207756.772
461,1,1465017.372
462,1,1059483.36
463,1,1335807.2
464,1,197979.3504
465,1,1398941.482
466,1,3386218.118
467,1,2759907.946
468,1,391060.4256
469,1,2413738.704
470,1,2555219.722
471,1,709041.528
472,1,1608067.843
473,1,1163485.128
474,1,767478.0672
475,1,526464.224
476,1,1472607.302
477,1,1139948.16
478,1,2088185.549
479,1,570287.224
480,1,391049.0688
481,1,102188.944
482,1,2036629.67
483,1,1748436.976
484,1,760005.376
485,1,1542038.285
486,1,1866713.722
487,1,359751.9744
488,1,30452.6976
489,1,728473.408
490,1,1818503.622
491,1,1587972.906
492,1,1133013.258
493,1,1787452.992
494,1,1052532
495,1,1235895.898
496,1,153348.9984
497,1,1794255.84
498,1,1469988
499,1,2942121.686
500,1,2827872.403
501,1,510765.84
502,1,3433947.379
503,1,435258.72
504,1,3165678.547
505,1,2472311.837
506,1,1526501.808
507,1,2040276.701
508,1,19890.3744
509,1,1589265.101
510,1,2461748.89
511,1,3506573.117
512,1,185316.3936
513,1,96186.3552
514,1,92583.296
515,1,141725.1264
516,1,1824585.797
517,1,49832.4528
518,1,781591.928
519,1,2052560.39
520,1,1522434.202
521,1,1537281.658
522,1,1354563.226
523,1,347768.5536
524,1,1195109.323
525,1,1844920.397
526,1,1935085.901
527,1,932839.648
528,1,1526243.098
529,1,1535514.786
530,1,1987128.936
531,1,516358.908
532,1,1182228.84
533,1,448993.896
534,1,1569117.654
535,1,774501.39
536,1,2231299.278
537,1,713811.696
538,1,115830
539,1,37290.9888
540,1,2518012.973
541,1,1148634.864
542,1,1083462.432
543,1,2639485.368
544,1,2651396.904
545,1,315090.048
546,1,1697229.331
547,1,2381293.512
548,1,939054.3552
549,1,2262494.52
550,1,881445.0528
551,1,321351.7632
552,1,1000399.795
553,1,655903.4976
554,1,402354.0144
555,1,413179.7904
556,1,386083.36
557,1,424807.968
558,1,1081553.99
559,1,489860.8416
560,1,1015826.448
561,1,1288591.408
562,1,1842341.717
563,1,907479.976
564,1,174285.8
565,1,93196.3968
566,1,986236.888
567,1,1073380.277
568,1,936988.52
569,1,713488.5888
570,1,2240937.254
571,1,1137120.816
572,1,1240283.366
573,1,1531691.366
574,1,1607192.184
575,1,1519600.68
576,1,1497405.52
577,1,1958860.55
578,1,347383.6704
579,1,2952635.587
580,1,1757115.36
581,1,1853971.142
582,1,2447687.923
583,1,1105296.192
584,1,1401292.339
585,1,3682144.627
586,1,1344267.85
587,1,1910091.206
588,1,856739.624
589,1,1812524.813
590,1,1780403.976
591,1,59322.432
592,1,920379.304
593,1,1716822.058
594,1,410803.2864
595,1,471643.016
596,1,517989.16
597,1,1785737.99
598,1,1216953.92
599,1,85228.2288
600,1,426931.0656
601,1,179114.416
602,1,1636876.238
603,1,2046083.728
604,1,554910.4704
605,1,839931.872
606,1,2029058.694
607,1,1351719.252
608,1,1824611.443
609,1,600564.5568
610,1,692495.7312
611,1,3366438.941
612,1,2888485.517
613,1,354316.8096
614,1,2056005.744
615,1,1051840.109
616,1,2719427.568
617,1,3651615.677
618,1,3057747.638
619,1,2215926.648
620,1,2044888.248
621,1,2699644.896
622,1,894687.976
623,1,812447.376
624,1,305570.2
625,1,114060.336
626,1,2376024.019
627,1,559627.9104
628,1,1712284.517
629,1,1678371.552
630,1,228824.2944
631,1,317671.848
632,1,991448.64
633,1,455875.4304
634,1,966974.2992
635,1,1799476.614
636,1,2003180.868
637,1,2360532.72
638,1,1273373.478
639,1,2451937.488
640,1,2738671.603
641,1,101852.1504
642,1,2730978.806
643,1,1789594.934
644,1,1386027.864
645,1,3659282.64
646,1,1521737.88
647,1,1371305.52
648,1,3181978.051
649,1,2927049.466
650,1,3157984.253
651,1,2494964.41
652,1,242602.984
653,1,358423.936
654,1,577398.016
655,1,889013.3616
656,1,545681.864
657,1,600656.8464
658,1,862302.5424
659,1,1018360.262
660,1,2048842.432
661,1,940962.152
662,1,1642210.752
663,1,1139215.896
664,1,867184.7808
665,1,26472.1392
666,1,724541.792
667,1,1845367.43
668,1,166641.28
669,1,1772562.402
670,1,1253654.298
671,1,395152.4928
672,1,1948462.214
673,1,1327895.712
674,1,16598.816
675,1,1543451.27
676,1,994769.1936
677,1,1930505.304
678,1,1667011.133
679,1,878880.0384
680,1,1920440.621
681,1,797105.088
682,1,1228994.957
683,1,227464.4736
684,1,1842152.52
685,1,1202626.714
686,1,3309982.416
687,1,1533997.483
688,1,1686319.814
689,1,845042.64
690,1,405406.56
691,1,981968.4576
692,1,376709.0496
693,1,215069.504
694,1,470562.352
695,1,419476.928
696,1,559926.224
697,1,123812.208
698,1,1497476.947
699,1,1352587.018
700,1,1749601.776
701,1,2012073.274
702,1,2072539.123
703,1,1748363.885
704,1,866876.4
705,1,529163.336
706,1,1832188.176
707,1,1918895.004
708,1,401477.544
709,1,238697.082
710,1,574559.856
711,1,1164577.44
712,1,413464.064
713,1,1363580.4
714,1,328637.4624
715,1,2583038.016
716,1,240939.8784
717,1,1728323.688
718,1,2859365.434
719,1,3077417.616
720,1,1763934.307
721,1,2903986.176
722,1,2012822.76
723,1,221146.0992
724,1,2494873.992
725,1,2858247.101
726,1,300566.916
727,1,674815.5648
728,1,190411.2288
729,1,1866762.612
730,1,1754362.272
731,1,2152276.339
732,1,398140.5168
733,1,1420223.875
734,1,2385925.402
735,1,1281095.712
736,1,1724125.728
737,1,1000989.08
738,1,348978.8016
739,1,1043985.446
740,1,690029.73
741,1,2530295.04
742,1,590190.12
743,1,2125843.2
744,1,1822437.136
745,1,816483.5328
746,1,2431774.8
747,1,92029.0176
748,1,2089401.35
749,1,334930.9392
750,1,1150905.288
751,1,2327859.238
752,1,3437340.566
753,1,2660596.536
754,1,2469755.808
755,1,1147115.549
756,1,2373551.856
757,1,2025047.232
758,1,527299.136
759,1,180271.936
760,1,758085.8688
761,1,284522.2848
762,1,186701.84
763,1,330854.784
764,1,359237.7984
765,1,1158933.776
766,1,1194068.678
767,1,789787.96
768,1,449356.128
769,1,1253778.49
770,1,201554.288
771,1,643889.064
772,1,447350.904
773,1,388453.9776
774,1,1066463.19
775,1,1540525.662
776,1,1669233.946
777,1,132732.704
778,1,1277692.915
779,1,254628.816
780,1,2624524.032
781,1,1633375.224
782,1,1075785.36
783,1,3630974.63
784,1,305619.7248
785,1,2319004.584
786,1,583241.8176
787,1,591718.608
788,1,2096017.248
789,1,2049794.323
790,1,1639144.416
791,1,795630.5136
792,1,1665735.926
793,1,1143912.307
794,1,723250.6944
795,1,849090.2784
796,1,998061.064
797,1,1908318.298
798,1,758815.304
799,1,527909.9904
800,1,2821.624
801,1,783115.32
802,1,1187324.237
803,1,630103.4064
804,1,1839496.672
805,1,13242.528
806,1,830042.928
807,1,383136.624
808,1,1268468.032
809,1,1371574.339
810,1,159594.24
811,1,712406.5728
812,1,800431.736
813,1,3111072.744
814,1,2385927.398
815,1,902642.7072
816,1,1150664.237
817,1,1445095.922
818,1,386900.4672
819,1,981722.04
820,1,2656528.368
821,1,2590957.2
822,1,2696246.467
823,1,125443.344
824,1,401538.0096
825,1,1071863.312
826,1,372235.2192
827,1,419199.352
828,1,1560681.158
829,1,1673136.442
830,1,476190.208
831,1,2092679.846
832,1,743379.6864
833,1,850137.1008
834,1,198744.4992
835,1,30294.992
836,1,32464.64
837,1,796443.5232
838,1,985573.1808
839,1,1074399.955
840,1,462389.408
841,1,479943.68
842,1,268317.936
843,1,254424.96
844,1,832932.18
845,1,472552.56
846,1,1846269.696
847,1,945737.44
848,1,599535.648
849,1,1036432.32
850,1,1508406.24
851,1,943639.848
852,1,626208.192
853,1,2594960.352
854,1,408879.648
855,1,1830527.28
856,1,1878500.448
857,1,1416780.576
858,1,2846483.424
859,1,934442.496
860,1,1309432.48
861,1,902414.016
862,1,1304327.04
863,1,672939.072
864,1,122471.52
865,1,811602.288
866,1,1474926.08
867,1,3334.32
868,1,456103.04
869,1,183142.656
870,1,738487.728
871,1,836776.32
872,1,716193.648
873,1,1390997.568
874,1,567257.328
875,1,266368.512
876,1,723930.816
877,1,403406.496
878,1,916309.872
879,1,620401.52
880,1,619713.68
881,1,2713.152
882,1,305083.04
883,1,333919.296
884,1,1750.32
885,1,227261.376
886,1,904272.12
887,1,1624189.44
888,1,1914558.336
889,1,1139500.48
890,1,1231352.928
891,1,1813258.56
892,1,287165.184
893,1,833275.968
894,1,1772575.2
895,1,889625.664
896,1,191935.008
897,1,2634107.04
898,1,1627255.584
899,1,2684240.064
900,1,1017350.784
901,1,1033147.656
902,1,1684736.16
903,1,960538.464
904,1,676677.888
905,1,2051236.32
906,1,2030459.328
907,1,578794.176
908,1,138531.072
909,1,130109.52
910,1,399576.48
911,1,439723.728
912,1,850140.864
913,1,950540.256
914,1,1202185.536
915,1,1230362.688
916,1,325142.96
917,1,229343.808
918,1,897539.52
919,1,5706.864
920,1,1276586.064
921,1,470491.52
922,1,888915.6
923,1,370099.76
924,1,679676.976
925,1,179194.08
926,1,846173.664
927,1,1290825
928,1,1075698.24
929,1,447301.62
930,1,754727.58
931,1,806347.44
932,1,1547959.872
933,1,82863.744
934,1,94703.2
935,1,195969.792
936,1,1688989.248
937,1,1493763.552
938,1,2873673.216
939,1,1784958.336
940,1,2371276.224
941,1,699259.968
942,1,1338675.84
943,1,477037.152
944,1,1266356.4
945,1,1004721.696
946,1,755871.552
947,1,1761219.936
948,1,2541871.008
949,1,1624463.712
950,1,763974.96
951,1,394792.24
952,1,69389.6
953,1,234025.344
954,1,10265.76
955,1,1406314.368
956,1,1294841.28
957,1,182358.32
958,1,623133.36
959,1,50293.44
960,1,414898.416
961,1,1823971.968
962,1,408701.952
963,1,1068147.936
964,1,1347837.12
965,1,1789365.696
966,1,1201640.064
967,1,1190231.46
968,1,951719.616
969,1,251126.4
970,1,1672450.368
971,1,835522.368
972,1,1992525.912
973,1,1012044.96
974,1,2845686.816
975,1,1282098.24
976,1,1256990.976
977,1,1400402.592
978,1,106848.72
979,1,1363560.768
980,1,359870.976
981,1,896315.184
982,1,1404306.864
983,1,387815.44
984,1,173367.76
985,1,574983.04
986,1,402903.216
987,1,1821504.384
988,1,1171052.784
989,1,592877.568
990,1,387995.76
991,1,766022.976
992,1,512622.24
993,1,364426.8
994,1,363160.88
995,1,1124773.488
996,1,604835.84
997,1,300069.12
998,1,542811.84
999,1,495994.896
1000,1,814672.944
1001,1,745302.816
1002,1,242445.68
1003,1,58583.36
1004,1,643894.656
1005,1,162651.36
1006,1,1288150.92
1007,1,1671853.14
1008,1,436624.2
1009,1,1392487.92
1010,1,1718299.26
1011,1,494179.56
1012,1,69497.568
1013,1,812300.736
1014,1,523890.288
1015,1,223250.496
1016,1,1859540.928
1017,1,513753.6
1018,1,842403.84
1019,1,717386.304
1020,1,1322723.52
1021,1,1740066.912
1022,1,1530829.728
1023,1,2659897.44
1024,1,827729.928
1025,1,1429990.272
1026,1,2749542.048
1027,1,2213895.6
1028,1,2049331.92
1029,1,935910.48
1030,1,1396056.96
1031,1,917713.44
1032,1,1937634.336
1033,1,91493.064
1034,1,1353591.12
1035,1,557180.784
1036,1,1265894.592
1037,1,586140.8
1038,1,689601.84
1039,1,636222.08
1040,1,1664642.688
1041,1,751298.32
1042,1,757112.832
1043,1,1573886.4
1044,1,47450.88
1045,1,1737843.456
1046,1,831931.92
1047,1,1666792.8
1048,1,168267.24
1049,1,225108.288
1050,1,489838.656
1051,1,1496848.48
1052,1,1681333.632
1053,1,2580562.656
1054,1,2104513.632
1055,1,408681.072
1056,1,1352783.232
1057,1,757761.12
1058,1,176758.272
1059,1,463871.52
1060,1,2167852.608
1061,1,2298734.208
1062,1,1438676.64
1063,1,2699282.88
1064,1,1841782.08
1065,1,171898.96
1066,1,336130.08
1067,1,379945.44
1068,1,463579.6
1069,1,486041.28
1070,1,874747.584
1071,1,1677358.656
1072,1,1180562.688
1073,1,715487.04
1074,1,120211.04
1075,1,1269971.28
1076,1,440319.12
1077,1,1315071.36
1078,1,505691.136
1079,1,103167.36
1080,1,605844.64
1081,1,1241676.432
1082,1,416063.376
1083,1,343568.88
1084,1,269220.96
1085,1,2194957.92
1086,1,356282.16
1087,1,241052.94
1088,1,666697.5
1089,1,212393.856
1090,1,618432.32
1091,1,1898681.28
1092,1,286738.56
1093,1,452828.736
1094,1,1542261.84
1095,1,650216.16
1096,1,1709306.4
1097,1,434256.768
1098,1,2312489.04
1099,1,1221269.52
1100,1,291596.832
1101,1,2291087.808
1102,1,1202435.76
1103,1,116397.44
1104,1,1133968.128
1105,1,387654.336
1106,1,1291266.56
1107,1,904421.232
1108,1,1101062.736
1109,1,1397761.344
1110,1,453447.36
1111,1,1771739.904
1112,1,632195.904
1113,1,151398
1114,1,143762.64
1115,1,876747.6
1116,1,180787.6
1117,1,583027.488
1118,1,294356.16
1119,1,88664.4
1120,1,1504827.648
1121,1,372042.72
1122,1,305786.7
1123,1,1177208.28
1124,1,1454321.88
1125,1,1299961.08
1126,1,968926.272
1127,1,947436.48
1128,1,1710654.24
1129,1,2545459.488
1130,1,1965539.04
1131,1,673831.008
1132,1,1045227.84
1133,1,1584345.6
1134,1,619668.96
1135,1,238807.296
1136,1,764727.36
1137,1,2348372.16
1138,1,1228774.464
1139,1,1460137.152
1140,1,730359.04
1141,1,431377.776
1142,1,288946.752
1143,1,472905.76
1144,1,1551384.192
1145,1,228111.44
1146,1,547039.76
1147,1,196998.768
1148,1,1255718.208
1149,1,1259373.888
1150,1,995544.72
1151,1,906344
1152,1,1218202.08
1153,1,1308686.58
1154,1,1013625.12
1155,1,921612.06
1156,1,8613.72
1157,1,198908.1
1158,1,1775159.232
1159,1,934507.008
1160,1,1050192.64
1161,1,227210.24
1162,1,1141956.96
1163,1,2304342.72
1164,1,1862702.4
1165,1,1489325.76
1166,1,1282090.752
1167,1,980527.68
1168,1,85164.768
1169,1,2072417.76
1170,1,486635.904
1171,1,345367.44
1172,1,1510872.576
1173,1,163345.92
1174,1,766964.544
1175,1,48938.688
1176,1,914172.336
1177,1,318909.744
1178,1,140029.92
1179,1,1273087.296
1180,1,859732.32
1181,1,282471.52
1182,1,1365707.136
1183,1,906332.352
1184,1,1062135.36
1185,1,1286218.752
1186,1,425559.6
1187,1,771836.544
1188,1,930398.976
1189,1,1612930.176
1190,1,331322.88
1191,1,198326.8
1192,1,1084187.904
1193,1,480407.232
1194,1,724683.84
1195,1,341208
1196,1,742157.04
1197,1,1240509.96
1198,1,783736.74
1199,1,289605.06
1200,1,1165473.9
1201,1,1071206.72
1202,1,665648.64
1203,1,1402074.816
1204,1,1141384.64
1205,1,831553.344
1206,1,1508482.176
1207,1,369419.52
1208,1,2808383.616
1209,1,1095039.648
1210,1,1652394.24
1211,1,2057193.12
1212,1,268809.984
1213,1,1338593.472
1214,1,1291983.264
1215,1,683286
1216,1,537541.92
1217,1,593931.84
1218,1,751574.448
1219,1,399248.96
1220,1,233425.728
1221,1,479782.72
1222,1,343047.44
1223,1,149567.04
1224,1,150387.6
1225,1,342487.68
1226,1,154001.472
1227,1,53909.04
1228,1,1866019.968
1229,1,354709.2
1230,1,1003424.976
1231,1,1257637.632
1232,1,1815963.84
1233,1,1703363.28
1234,1,1348943.22
1235,1,2098471.2
1236,1,563159.04
1237,1,1566347.94
1238,1,940889.6
1239,1,536538.048
1240,1,920101.92
1241,1,1593982.08
1242,1,1567827.648
1243,1,1770631.2
1244,1,473541.696
1245,1,93935.04
1246,1,2702121.408
1247,1,2486362.752
1248,1,1297506.48
1249,1,2644248.96
1250,1,1327250.4
1251,1,1610053.248
1252,1,1431600.384
1253,1,1367210.736
1254,1,515312.08
1255,1,605304.4
1256,1,1380477.744
1257,1,79322.976
1258,1,618603.68
1259,1,511757.856
1260,1,208855.68
1261,1,33031.68
1262,1,1707239.232
1263,1,1042139.904
1264,1,1606231.488
1265,1,261397.44
1266,1,168462.18
1267,1,810991.44
1268,1,522508.32
1269,1,470330.4
1270,1,1737918.24
1271,1,931414.5
1272,1,536261.58
1273,1,366014.976
1274,1,56106.816
1275,1,583530.624
1276,1,547389.144
1277,1,271101.888
1278,1,1332733.536
1279,1,1794832.704
1280,1,2630935.296
1281,1,1105003.008
1282,1,1505604.672
1283,1,446929.056
1284,1,805950.72
1285,1,1296809.856
1286,1,2403259.2
1287,1,1321175.808
1288,1,581016.96
1289,1,2454731.712
1290,1,2274744.672
1291,1,1540676.4
1292,1,1177901.28
1293,1,1722714.624
1294,1,1553332.64
1295,1,1198452
1296,1,1596691.968
1297,1,233137.92
1298,1,792937.12
1299,1,92018.016
1300,1,619463.664
1301,1,949548.48
1302,1,637492.176
1303,1,519276.88
1304,1,1159421.12
1305,1,302614.416
1306,1,1791408.768
1307,1,212335.36
1308,1,9760.512
1309,1,1238403.264
1310,1,269834.688
1311,1,729980.16
1312,1,1031540.16
1313,1,1824955.392
1314,1,370824.32
1315,1,693375.84
1316,1,102687.696
1317,1,967843.84
1318,1,432977.328
1319,1,347732.736
1320,1,744607.44
1321,1,837082.08
1322,1,1387258.08
1323,1,1744216.416
1324,1,1911804.48
1325,1,1482499.584
1326,1,1784364.12
1327,1,1137946.32
1328,1,602754.048
1329,1,617607.6
1330,1,1821982.464
1331,1,1571980.608
1332,1,1958276.448
1333,1,1078836.48
1334,1,902808.96
1335,1,1119624.96
1336,1,84170.32
1337,1,48843.04
1338,1,692139.072
1339,1,774275.2
1340,1,497432.016
1341,1,153058.4
1342,1,935133.552
1343,1,128584.32
1344,1,440267.184
1345,1,95957.952
1346,1,1533678.336
1347,1,636244.8
1348,1,537628.32
1349,1,207619.488
1350,1,623266.96
1351,1,363832.48
1352,1,604206.144
1353,1,91954.32
1354,1,1048130.1
1355,1,821324.16
1356,1,1988779.68
1357,1,1251346.86
1358,1,1425318.48
1359,1,561087.792
1360,1,1074773.184
1361,1,1373380.48
1362,1,2095310.592
1363,1,1367616.096
1364,1,1871645.76
1365,1,2189196.72
1366,1,805248.96
1367,1,1819343.52
1368,1,928300.8
1369,1,1995686.4
1370,1,1358079.12
1371,1,1084169.04
1372,1,1339157.04
1373,1,1515755.808
1374,1,310210.128
1375,1,786499.36
1376,1,390810.32
1377,1,1295966.208
1378,1,26082.8
1379,1,45803.6
1380,1,912106.656
1381,1,1647179.136
1382,1,1209508.96
1383,1,564427.04
1384,1,1418345.28
1385,1,916100.64
1386,1,136856.304
1387,1,1375589.568
1388,1,1723606.656
1389,1,242955.36
1390,1,738184.4
1391,1,612527.2
1392,1,1234574.88
1393,1,223687.44
1394,1,1131384.96
1395,1,211650.66
1396,1,1359443.88
1397,1,1188125.82
1398,1,507210.624
1399,1,1305946.4
1400,1,1522057.12
1401,1,1714204.416
1402,1,170795.904
1403,1,2823247.872
1404,1,966233.088
1405,1,935046.432
1406,1,707778.48
1407,1,581887.296
1408,1,1363194.48
1409,1,8813.088
1410,1,907878
1411,1,1332570.816
1412,1,6488.424
